Theme,Title,Poem
Girlfriend,A Student's Description Of Love,"Mom and Dad are sick of me thinking about you,

But little do they understand how much I love you. 

Friends think I have gone crazy and maybe I am,

I fear not meeting you, even more than exams. 

Mathematics and Science don't excite me anymore,

I long for the day, when you will enter my door. 

I have lost interest in Language and History,

All I care about is solving your mystery.

You my dear are the girl of my dreams,

You are the one for whom my hearts seeks.

Get out of my dreams and enter my life,

I need you here and for that I will strive."
Girlfriend,Your Beauty,"Your beauty shines through the night sky,

It takes me to another level and lifts me up high.

Your voice telling me that you love me makes my heart pound,

To my heart it is like the most beautiful sound."
Girlfriend,"Everything, Everyday...","Everything that has been missing before,

You have brought to me in abundance, more and more.

In my heart your love has growth into the strongest tree,

Everyday I close my eyes to dream, about you and me. 

I love you my dear."
Girlfriend,I Love You,"Your eyes, your smile,

Your ability to make my life worthwhile,

The way you hold my hand, 

The way next to me you stand,

The way you play with your hair,

The way you flood me with your loving care. 

I seem to love everything about you oh girl,

You are not just the girl from my dreams baby, 

You are my whole world."
Girlfriend,My Girlfriend,"My girlfriend's eyes are as beautiful as diamonds,

My girlfriend's lips have the smile of the morning sun. 

My girlfriend's body is fragile and delicate,

And my girlfriend's skin is pure like a swan."
Girlfriend,Your touch is,"I love you since I saw you

I loved you ever since then

Its just pure love from my side 

And, nothing to pretend 

Baby I love you so much 

Lost in your thought 

And your touch 

I love you!"
Girlfriend,What You Are To Me,"To me, you are my heart and my soul,

You are my whole, not part, but whole. 

My mind can never ever stop thinking about you,

My love for you is forever pure and true."
Girlfriend,That was special,"It all started from a hug, 

And then it was pure love, 

The moment that was special 

It was really magical,

Baby, I fell in love with you 

That very moment you know 

My love for you is true, 

I love you!"
Girlfriend,I Fell In Love With You The Very First Time We Met,"I fell in love with you the very first time we met,

Your picture deep down in my heart I had kept.

My eyes were immediately mesmerized by your angel like beauty,

& your child like innocence made me fall in love with you instantly.

Finally the day came when I confessed all that I felt about you my girl,

And when you said, you felt the same way it felt completely out of this world.

Now that you are finally mine, I don't ever want to lose you,

I always want to stick with you baby, without you I would be lost and blue. 

I love you so much!"
Girlfriend,If A Hug,"If a hug would measure the amount of love I have for you,

I would hug you my darling forever, and never would I leave you. 

If a kiss would measure the amount I care about you,

I would kiss you till the last day of my life, because girl I'm crazy about you! 

I love you!"
Girlfriend,Knight in Shining Armor,"I am your knight in shining armor, 

Who will always keep you safe from harm,

Because to me, my dear angel, 

You are no less than a magical charm."
Girlfriend,There is a Good Old Saying,"There is a good old saying that in life there is one,

Who you will meet,

Someone who will make your life complete. 

Someone who will pull you up and give you strength,

Someone who will make you neither fall, crumple nor bend.

You are that one angel that I have been looking for, 

My one and only,

Who lifts me up and makes me smile,
 
When I am sad, gloomy and lonely. 

My love, you have showered me with so much care

It has made you to me, so precious, so rare.

Meeting you my angel is a wonderful opportunity I have won,

My happy days now have begun.

Baby, I love you so so much."
Girlfriend,To The Caretaker of my Heart,"I have given you the keys to my heart,

Now looking after it is responsibility on your part.

I have put all my trust and fidelity with you,

A trust earned by only a few,

Take care of it my darling, 

Coz with my heart I have given you everything. 

I love you today, and will love you forever."
Girlfriend,Love is the only reason in life,"Love is a reason why I am with you 

And the reason is enough to prove and through 

That my life has changed because you are in it 

I feel like I am in some another world with you 

I feel so lucky and there is a Allure 

As magical as your love is so pure 

Stay in my heart forever and don't leave 

I have trust in you and that belief 

That we will stay this way forever in love 

I love you my girl 

You are and will be my world!"
Girlfriend,How I Will Survive,"I was mesmerized when I first saw you,

I thought who would be the lucky one to get you

But, you are in my life now,

Hope it's not a dream and how,

Wish to be by your side all day,

Love you forever, and ever!"
Girlfriend,You And Me,"It is a special world surrounding you and me,

It is a world baby, that only you and I can see.

In this world there is only love and no hate,

It is only us absolutely loving every bit of our fate. 

It is you and me dancing around and singing for each other,

It is you and me promising that we will always be together.

Our love goes beyond all barriers of communication,

It is beyond anybody else's contemplation. 

Because you understand me and I understand you,

And how much we love each other nobody else has a clue.

I love you my Princess."
Girlfriend,Happiness is what you make me feel,"Happiness is what you make me feel, 

When you are around my life is filled with glitter and sheen, 

You wipe away all my troubles and pain, 

My darling I cannot wait to see your sweet face again!"
Girlfriend,My Girlfriend Forever,"Her eyes look at me, and her lips give me a sweet smile,

Little does she know that she makes my heart run for miles.

I am so much in love with my girlfriend, I can hardly describe,

She is my girlfriend forever, the apple of my eye!"
Girlfriend,She Walked Into My Life,"She walked into my life like a ray of sunlight from above,

It didn't take time for me to fall in love. 

She has become the reason for me to be,

Coz it is only she who brings out the best in me. 

I love her."
Girlfriend,My heart beats only for you,"My heart beats only for you 

Whenever I see you, I feel like bliss 

When I come close to you my love 

I feel the passion of your lovely kiss 

I feel the heartbeat that grows so strong 

And I become sure to me you belong 

Coz there is nothing more to my life 

You are my smile and my reason to survive 

Feels like heaven when I am with you 

You know that I truly love you 

And will love you till the end of time 

You are forever and forever mine!"
Girlfriend,When I Was A Kid,"When I was a kid, I heard stories about Princesses,

Beautiful and fragile, innocent and charming,

You are just like that, my dear,

All around you everyday, you spread your cheer. 

Fragile as you are, still you're strong,

Innocent as you are, still you're understanding.

Girl, you are no less than an angel to me,

You fill my life with happiness and glee. 

I love you!"
Girlfriend,How I Will Survive,"There are words, and there are feelings,

But, there are some other things,

You make me feel so special,

You make me feel like a bling,

Thanks dear for coming in my life,

I don't know without you,

How I will survive?"
Girlfriend,You are so amazing,"Your cute chirpy giggle, 

The way so easily with my friends you mingle, 

Your ability to make my family love you too, 

The way you make me smile when I am blue. 

These things about me make me love you all the more, 

The trust that I already have for you only grows. 

You are amazing and I love you!"
Girlfriend,"Girl, You Are My Angel","Girl, you are my angel,

Life with you is like heaven.

Everyday my lips long for your kiss,

Cause it takes me to the state of eternal bliss.

How I wish I could perpetually get to hold you near,

How I wish I could get to watch you sleep my dear.

I would hug you in my arms so tight,

& stay up to watch you sleep 

Cause it would be such a lovely sight.

Today I just want you to know,

That I darling I will always love you so."
Girlfriend,You And I Complete The Word We,"When I first saw you, I was awestruck,

Now, you are with me, I can't believe my luck

With you around, I feel so at ease,

It feels like the cool morning breeze,

My love, you are the reason why I feel the glee,

You and I together complete the word 'we'

I love you loads my dear!"
Girlfriend,The way you look,"Your eyes so deep and beautiful,

Has made me believe that in this world exist, angels.

Your lips so supple and so red,

The thought of touching them with my lips won't seem to leave my head.

Your good looks so vivid and warm,

Can encourage me to fight against any storm.

I am in love with you."
Girlfriend,Everything About You...,"Your dove like eyes,

Has me hypnotized.

Your sweet smile,

Has me glued for a while.

Your loving voice,

Is like an enchanted melody.

Your beautiful hair,

Completes the beauty of your symphony.

I love you!"
Girlfriend,You are my only good luck in life,"You are my good luck charm you know 

There are many ways in which I can show 

That my love for you is beyond all words 

That I love you from my heart my dear 

When you are not around me my love 

All I can say is that I miss you much 

Stay in my heart and in my life forever 

Be as you are coz we are good together 

I mean what I say my love 

Be as you are the sweet ways of yours 

Coz I love you much!"
Girlfriend,A Very Special Place,"A very special place, 

Just for you and me,

It is deep down in my heart,

Where, no one else can be.

The love I have for you runs so deep,

It keeps me thinking through the day,

And even at night, I can hardly sleep."
Girlfriend,My Girlfriend,"My girlfriend is a princess, she is a doll,

Her heart is so pure, like a child so small. 

Her voice is like magic, it falls so sweet to my ears,

It takes me to a world without pain, sufferings and fears.

Her eyes are so beautiful, just like that of an angel,

I can get lost in them, & begin to feel I am in heaven. 

Her lips are so soft; I could kiss them all day long,

I could keep her safe from any harm in my arms so strong. 

She tells me she loves me, and I know it is true,

A girlfriend like mine is gifted to only a fortunate few."
Girlfriend,Look in the Mirror,"Look in the mirror,

How beautiful you are,

Your beauty gives a complex,

To every single star.

Your oh-so-very-pretty smile,

Makes my heartbeat skip for a while,

And when your eyes turn to look at me,

It kills my heart, beat by beat."
Girlfriend,Want You To Be Mine Forever,"You are the angel of my life,

Without you, I can't even survive,

When you are around, I feel so happy from within,

The gentle touch of your skin,

I feel so good, to see you smile,

What if only for a while,

I want you to be mine forever now, 

Waiting to take the wedding vow,

Love you my love!"
Girlfriend,My love you are,"You are great in whatever you do, 

You are too good to be true 

Having you in my life, 

Is like a blessing come true 

My girl I love you so much 

And, every time you touch,

Makes me feel special

I love you so much!"
Girlfriend,I think I am lucky,"I think I am so lucky

Coz I have an angel like you 

Whose love is enough! 

To make me go weak in the knees

My love I love you so much 

I keep longing for your touch 

I feel so good, 

I love you!"
Girlfriend,Be my bride,"I want to ask your father for your hand, 

I want to on your finger put my wedding band. 

I want to see you dressed up in white walk towards me, 

I want you my bride to be!"
Girlfriend,My promise to you,"I will be the knight in shining amour,

Fighting for your love and your honor.

Together we will touch the gates of heaven,

So high where no eagle has been nor raven.

Ill protect you for any harm or danger,

I'll wash away your sorrows and make them strangers.

You will be the princess ruling my heart,

Never ever shall we part!

You will be my throne, for whom I shall serve forever,

I will love you so and forget you never."
Girlfriend,You make my life perfect,"If happiness is the state of mind, you are the one controlling it,

If joyfulness belongs to the heart it is seeking your guidance bit by bit,

If romance is just a metaphor you still manage to give meaning to it,

Coz you my girl, add happiness, joy and romance into my life and make it so perfect!"
Girlfriend,Soul mates we are,"You are my soul mate and I am yours, 

In my heart your face, my angel, is already drawn. 

I always have your name on my lips, 

I will always have my hands locked on your hips. 

I will always pull you closer to me, 

You will perpetually be the one I think about before I fall asleep."
Girlfriend,I love you because you are perfect,"I have loved you for so long now, 

As every day passes by you make me go wow! 

You are so very perfect in every possible way, 

And with your perfection you brighten up my everyday."
Girlfriend,My Wish,"If I had only one wish all my life,

I would wish to make you my wife.

I would wish to wake up every morning to the smell of your skin,

I would wish to make you happier than you have ever been.

I would wish to always be there for you,

I would wish that my sweetheart is never ever left blue. 

If I had only one wish all my life to live up to,

I would only and only wish for you!"
Girlfriend,When I saw,"When I saw you, 

I fell in love with you, 

Now when you are with me, 

I love you even more, 

Love is a feeling untold 

It is so very pure, 

As my love for you 

Baby I so love you!"
Girlfriend,Marry me,"I want to get down on one knee, 

I want to ask you to marry me. 

I want to carve your name in my heart, 

I want to promise you that from now on we will never part!"
Girlfriend,The first time we met,"I still remember the first time we met, 

I was so nervous when on my cheek you gave me a peck. 

I still remember the first time we held hands, 

I was so curious to know where our stands.  

Today that you are mine I wish you stay forever, 

Coz' nothing else seems enough, I will always want you longer.  

I am in love with you my princess!"
Girlfriend,You make me happy,"So happy you make me girl, 

I feel like I am the luckiest in this whole world, 

I miss you every day and every night,

Not being around you baby, never ever feels right!"
Girlfriend,You are my desire,"My heart yearns for you each day, 

When you come in front, I lose my say,
 
You are my first and last wish in life, 

Without you I can't survive, 

Baby I love you and will love you till the end of time,

Feel so blissful coz you are all mine,

I am lucky to have you with me, 

It's everywhere you I can see, 

I love you!"
Girlfriend,You Are Everything,"Patient listener, dear friend,

You are the girl with whom I want to be,

Till the very end. 

You are the girl who helps me concur my dreams,

You make my happier than I may seem.

I love you my sweetheart."
Girlfriend,An Angel From Heaven,"Mad, crazy and absolutely insane are the times spent with you, 

Sweet, innocent and strong is the love that I feel into without a clue. 

Girl you bring magic into my life, more magic than I can even imagine,

It is you my love, who has set in my life the red carpet of celebration.

I wish I could only show you how thankful I am to you my love, 

You are the most beautiful angel I have ever seen from heaven above."
Girlfriend,Your beauty...,"I see the beauty in you like no other,

You are filled with elegance and splendor.

You have the eyes of an angel and the innocence of a dove,

All this I see, through my eyes filled with love. 

I love you."
Girlfriend,My Girlfriend Has Opened My Heart,"My girlfriend has opened my heart and cared for it so dear,

So much that I have decided to forever keep her near. 

She has lifted me up when I was low,

Today to me, she is my angel, and this I want her to know."
Girlfriend,A Sparkle With A Bling,"My heart yearns more for your love,

I cannot describe,

What I feel inside,

With you around,

I can't see anything,

It's like a sparkle with a bling,

My love I can't really express,

But, I feel to be blessed,

Yearning for your love and more,

Love you forever, to the core."
Girlfriend,I Love You,"I don't know what it is exactly about you girl,

That has me completely for you, twirled.

And there ain't no other girl in this world,

You can take your place my beloved. 

I am in love with you."
Girlfriend,I Can't Put My Love Into Words,"The love that I have for you baby can't be put into words,

Your voice is so divine, seems like all the angels of heaven are here.
 
When you tell me you love me by looking deep into my eyes,

That moment just gives me a quick glimpse of paradise. 

I don't care even if I have to end my life tomorrow,

Cause meeting you my love has taken away all my sorrow. 

I love You babe."
Girlfriend,Your Effect On Me,"Your smile makes me crazy for you,

I can see myself in your eyes and through,

Your touch so soft, 

Your voice has a mesmerizing effect on me,

Wherever I go, it's you that I see

My love I am sure I love you a lot,

I could not express much, 

But, this is my internal thought,

I love you my sweetie!"
Girlfriend,When it started,"Don't know when it started, 

Don't know, when it grew,

My love for you is unconditional,

My love for you so true,

Baby when you are not around,

There is a feeling so blue, 

I love you my sweetheart,

Please never part, 

Coz I so love you!"
Girlfriend,It's hard to explain what I feel,"It's hard to explain the feeling with you 

There is something magical in your eyes 

Which binds me in the melody of your love 

I want to be with you and spend time along 

You are like the most wonderful song 

The lyrics are pleasant and the beat is nice 

I don't know without you how I would suffice 

Coz you are the rhythm of my heart 

You were there right from the start 

A love story that I grew with 

All because you were in it 

I so love you my dear 

You are my life's only cheer!"
Short Love Poems,Love starts with a reason,"Love starts with a smile,

And grows with time, 

A kiss and bond over the time,

Finally you feel good 

To call someone yours,

Love is a feeling so pure 

Stay in love forever!"
Short Love Poems,When you smile at me,"When you smile I feel the flowers bloom

The love and your touch, which lingers loom

You were a part of my destiny 

So I wish that this love stays till eternity 

You are my only love in life 

My only reason to survive 

I love you a lot

From my most lovely thought!"
Short Love Poems,When it feels like love,"Feeling of love is like a blessing 

When I know that someone thinks about me 

When I know that someone is there to see 

Of many ways and many wishes so true 

Pure love is a blessing 

Which gets to one in few 

I am lucky to have found pure love 

Yes I am the lucky through!"
Short Love Poems,Your image in my eyes,"Your image in front of my eyes 

When I see you in my vice 

I think am I so lucky to have you 

You have made my world so new 

Since the time I fell in love with you 

My world is brightened like the hue 

Baby I just want to tell you 

That I am so in love with you!"
Short Love Poems,I forgot the pain,"I forgot the pain by your presence in life 

You have taught me how to live with love 

The way you care for me my love 

The way you are there for me 

Feels like I am in some kind of bliss

Seal your love forever with a kiss

I love you very much

So magical is your touch!"
Short Love Poems,You are the love,"You are the love I can trust in life 

You are the one I can call mine 

Can't stay a day without you 

Can't find a reason to be without you 

Just be in my arms forever 

So that I be lost in your love forever 

Forever and through 

I simply love you!"
Short Love Poems,Your eyes speak to me,"Your eyes speak to me in love 

The way you look at me with love 

Your cute gestures and that smile

You make me mad for a while 

How can you be so pretty my girl 

For you are my only world 

Baby I love you so much 

So loving is your touch!"
Short Love Poems,My love will remain the same,"My love will never change for you 

Even if reasons change 

My love will never change for you 

Let the seasons change

My heart only beats on your name

It's a wonderful feeling so same 

Of falling in love with you 

Oh my lovely, I so love you!"
Short Love Poems,It does not matter,"It does not matter who you are 

It does not matter where you are from 

What matters is your love along 

Coz to me you belong 

Your love is like a sacred thing 

Which shines in my life like a bling! 

So glad to have you beside 

You are the love of my life 

I love you!"
Short Love Poems,Your lips look,"Your soft lips look so pretty 

Your beautiful eyes speak to me 

Your smile does wonders on me 

Your one touch leaves a spell 

I may not have many things to say 

Not many things to tell 

Simply that I love you girl 

Will love you more with time!

Girl you are mine!"
Short Love Poems,Love is such a feeling,"Love is such an eternal feeling 

When you feel the connection from within 

There is a thought that runs in mind 

Being such pleasant and kind 

You want to be with that special someone 

You want to spend your life with that person 

That is pure love!"
Short Love Poems,Your love has a,"Your love has a lasting effect 

It makes me and at times 

The passion on your eyes 

The way you always stand 

The way you care for me 

The way you are there for me 

Will never forget the love 

Baby which you have given me! 

I love you!"
Short Love Poems,I love you my baby,"Each time I close my eyes, you are the face I see,

Each time I take a breath it is for you my darling I breathe.

Every time I look around my eyes search for you,

I want to live my life, baby only with you! 

I love you so much."
Short Love Poems,Love is a feeling from the heart,"Love is a feeling from my heart 

Thanks for being an important part
 
I cannot imagine my life without you 

I cannot imagine being without you 

Your love gives me a power to say 

Your love shows me a cool way 

Your love is that longing I want to see
 
I forever long in my eyes to be 

My dear I promise you that 

I will love you all my life and through
 
Yes, I will keep loving you, 

Baby my love for you is true, 

I love you and will always do!"
Short Love Poems,I Loved You Still,"I loved you once,

I love you still.

I always have,

I always will."
Short Love Poems,It's like so deep,"Love is like an ocean,

The deep you go, 

The deep it will leave an impact on you,

It leaves you all blend and brew, 

That is the power of love for you, 

Love is like an pure emotion

So strong with time!"
Short Love Poems,You are my life,"Everyday that I spend with you teaches me something new,

Every moment spent with you feels so right, so true.

You have brought romance and friendship into my life,

You make me feel so wonderful baby, you make me feel alive. 

Always love me the way you do, 

Because I will always love you too!"
Short Love Poems,True Value Of Love,"You will know my true value

When you lose me.

Now you take me as a leaf

amongst the thousands

strewn below a tree.

But that leaf is unique.

Only time will tell you that."
Short Love Poems,There is some sort of magic,"There is some sort of a magic that I feel
 
In your love that I reel 

There is some sort of allure in your eyes
 
It makes me flinch for more being wise 

I get lost in your thoughts 

I get lost in whatever you say 

That is the magic of your love I swear
 
You can see in here and there 

The love that captures me and my heart 

Making you a very special part 

Of my life and my being, baby I love you!"
Short Love Poems,Every heartbeat is mine,"Every heartbeat of mine 

Spells your name my love 

When you are not there in sight 

Things don't look so bright 

Your love gives me a power to say 

I will love you till the end of time

I will love you forever come what may! 

Coz you stay in my heart 

You have a say!"
Short Love Poems,Mad In Love,"I may be crazy,

I may be mad,

I may be nuts,

But I love you."
Short Love Poems,You are with me,"Nothing can ever go wrong when you are with me 

Nothing can ever turn bad 

I know that you are my hope 

Whenever I feel so sad 

That is the true power of love 

A person who will care for you 

You know there is no shove 

As someone is there for you! 

That is love for you!"
Short Love Poems,I will always,"I love you now and I loved you then 

I will love you forever in time 

Its so magical and its pure 

There is no pretend 

My love for you has grown with time 

Baby it feels so good that you are mine 

Love you forever my love! 

Till the end of time!"
Short Love Poems,Love Takes My Breath Away,"Whatever you say,

It takes my breath away,

When you look at me this way,

It takes my breath away,

When you hold me tight and stay,

It takes my breath away,

When you say I love you,

It really completes my day!"
Short Love Poems,When you come in front of me,"When you come in front of me

I have a big smile on my face 

There is a radiant glow with grace
 
Your love makes me who I am 

Your love gives me a reason to be
 
Your love change the way I look 

Of all the things, I want to see 

Your love is a star that makes me 

Sparkle in my world to be 

Your love is the power to say 

Your love gives me strength all the way
 
My love will never change for you 

You know that I truly love you!"
Short Love Poems,Love is a feeling felt from,"Love is a feeling felt from the heart 

A perfect as can be with the start 

When eyes understand a language 

Where there is no need of words 

A connection that binds in time 

A thing that makes to destined 

The love that I can very well see 

Of things that make a difference to me
 
The language of love and I know for sure 

That my love will never change 

My heart beats only for you 

My heart yearns only for your love
 
I am in love with you!"
Short Love Poems,Love is passion,"Love is a passion that is impossible to ignore 

It is like that side of the shore 

When it runs to infinity 

You can feel the love from your heart 

The beginning is magical and that start 

It is purely like a loving bliss

It starts with a loving kiss

I love you!"
Short Love Poems,I know that we were meant to be,"I know that we were meant 

To be destined together in life
 
The moments that I spend with you 

Give me a solace of different kind 

I want to stay in your arms 

I want to talk to you for hours 

I want you to understand life,

I want you to get along in vice 

Baby there is no one like you 

You are the one that make me blush 

You are the one who gives me the due 

I love you is all I want to say 

You are my love and you are my way!"
Short Love Poems,Treasured Love,"Your love is my life's beautiful treasure,

When I am with you,

I feel all the pleasure,

Your love is my life's sweetest dream,

Lost in your thoughts, lost in that gleam,

Love you loads my dear,

With you around, there is no fear!"
Short Love Poems,Thank You Baby,"Thank you for flooding me with all the love and care,

Thank you my darling for always being there.

Your presence feels wonderful, like a ray of hope,

And your love baby is so addictive like dope! ."
Short Love Poems,Wish to spend,"I want to spend my love with you 

Every moment of the day 

I want to create some memories 

And I want to wish and say 

That I love you so much 

And all the love I yearn for your touch 

My baby I truly love you! 

I surely do and more! 

I love you to the core!"
Short Love Poems,When I first saw you,"My baby when I first saw you 

I knew that my heart is yours 

Over the Years my love just grew 

You made a special place in my heart 

When you are not there around me 

I feel so bad 

With you there is magic in the air

Your passion and love that surrounds is there! 

I so love you!"
Short Love Poems,It's all happy with you,"My life is so happy with you 

My life has all the smile 

Its been this way all with you 

With all the while 

My love has only one thing to say 

That I will love you from the heart 

Till the world ends my baby! 

Till the end of time!

I love you so much! 

And will keep loving you!"
Short Love Poems,We are always there for you,"In high tide or in low tide I will always be by your side,

Whenever you need me I will always be there, will never hide.

I always want to be the person you can forever count on,

Whenever you are upset the person you should remember me from now on. 

I love you sweetheart, so much."
Short Love Poems,My Life's Shining Star,"I love you,

As you stay in my heart,

No one can ever make us apart,

The feeling of your love has touched my soul,

In my life, you play the most important role,

Please don't leave me, and stay as you are,

Can't imagine my life without you,

You are my life's shining star,

Love you lots my dear!"
Short Love Poems,My love for you is so true,"My love for you has only increased with time 

It feels so good to call you mine 

The days that I spend with you 

In your loving company feels so new 

Your love has taken me all through 

And I want to declare my love only for you 

Baby I truly love you!"
Short Love Poems,True love is not the matter,"True love is not the matter of time 

It is a thing of the heart and prime 

You have captured my mind 

You stay in my heart my love 

True love is all about the feeling 

The compatibility that you have 

A feeling of being so in love 

A feeling of being so with time 

True love is a feeling so good 

The one that I feel with you 

I wish that it stays with end of time
 
I wish this way touch wood 

I love you so much

So passionate like our touch!"
Short Love Poems,My love for you is,"Baby my love for you is like ocean 

It will never end till time 

From the time we were strangers 

Till the time you are all mine 

One thing has remain constant

And that is my love for you 

Its so pure and its so true!"
Short Love Poems,True Tender Love,"Love is a feeling so tender and pure,

Love is an instant connection, an allure,

True love holds nothing,

But gives so much,

The feeling of love is wonderful as such,

Love is life, 

Without it, it's tough to strive!"
Short Love Poems,Expressing My Love for You,"Thinking about you each night and day,

Looking at you,

I forget what I had to say, 

Is this love, I ask myself,

Why do I feel so restless to meet you?

I think I have no clue,

If it is love, then for sure it is true,

I just want to say, 

Honey I love you, I truly do!"
Short Love Poems,Pure passion of you,"The pure passion of your eyes, 

Your touch is enough for me,

To make me forget 

Things which I need to see 

I so love you my dear 

You are my life's only cheer! 

I love you!"
Short Love Poems,Intense Love,"I did not know about the word happiness,

It is because of you that I know,

I don't have much expressions, 

Still I want to show,

That I love you so much,
My love is intense and my love is such!"
Short Love Poems,Lost In Your Love,"I want to thank you for being in my life,

I want to thank you for all the love,

Without you, I am nothing my dear,

With you, I don't feel the fear,

I love you a lot,

Just want to be lost in your thought!"
Short Love Poems,My love will never change,"My love will never change for you 

My love will remain the same 

My love will surely grow with time 

Coz my love for you is pure 

My love for you started with allure 

And now its my life for sure 

I truly love you my sweetheart! 

Never go apart!"
Short Love Poems,How wonderful I feel,"How beautiful I feel when I am with you 

There is something that binds me to you 

How wonderful I feel with the magic of your touch 

When I feel that it is pure and such 

For soulful is your love my dear 

Makes my heart smile with cheer 

Such is a feeling of love so pure 

Starts with an instant allure!"
Short Love Poems,My life revolves around you,"My life revolves around you 

I always keep thinking about you
 
My thoughts are all so deep 

When I know that my love is the same
 
It begins with you my love 

It ends on your name 

My love for you is so pure
 
It has this magical allure 

I will love you forever in time
 
I am so blessed that you are mine

I love you forever!"
Short Love Poems,Love You Forever,"I love you so much; it's a connection of sweet emotion,

I love you deep,

There is a deep devotion,

Will do it forever and ever,

Please don't leave me, never,

Love you too much!"
Short Love Poems,The love and its effects,"The language of love can be known

The love that can be seen in the eyes
 
I knew that things would change 

It would be a matter of time

I did not know that I would fall so hard
 
Fall for you and your love 

I am in complete awe of you 

Want to tell that my love is true
 
You are the best thing happened 

To me and my life sweetheart 

You are indeed special know that 

You are an important part..I love you!"
Short Love Poems,I am in Love,"You know you are in love, 

When your heart skips a beat, 

It is a feeling so pure,

A feeling so sweet, 

You feel over the moon, 

Without any reason,

You get love lost,

With every season,

Love binds two hearts,

It is a promise to keep, a lovely start!"
Short Love Poems,When you see me,"When you see in my eyes, you will find yourself 

When you read my mind, your name will be there 

The way you look and your care 

When you look in my heart, it will be your face 

Your love has been cute with that grace 

Baby be as you are so cute as you 

You are my charm, one in few 

I so love you, yes, I do!"
Short Love Poems,I can't explain to you,"I can't explain this feeling of being in love with you 

My world has changed my dear 

I feel so lovely, there is a cheer 

All around and wherever I see 

Your touch heals me from within 

The way you are there for me 

Your love is my world 

What more I wish to see 

I love you and will always do!"
Short Love Poems,You feel things,"Hold my hand when I am low,

Keep reminding me that you love me so,

Give me a hug that will make me melt,

Say that you feel things for me that before you have never felt."
Short Love Poems,It is a true feeling,"Love is a feeling that reflects on you 

You give in to this each day 

You want to do things for someone 

You want to lose your say 

But if this is love it feels so nice 

It makes you a tad more wise 

I am in love for sure 

I know this is love!"
Short Love Poems,I am the only face that you can see,"Every single day with you feels so right,

All I want to do is hug you so tight.

All I want to do is hold you close to me,

So close, that I am the only face that you can see.

I love you."
Short Love Poems,Always together,"It is such a nice feeling being in love with you,

It is completely out of the world baby, when it is just us two.

Each time I look at you I feel I love you more every time,

I want to love you more baby, all the while.

I love you."
Short Love Poems,It makes me go so wild,"Your love makes me go all wild 

All the memories which we have compiled 

Over the years has grown for you 

Do you even have a clue 

That I can't stay a moment without you 

Coz my love for you is so true 

Just want to tell you 

That my baby I truly love you!"
Short Love Poems,Infinite True Love,"The calmness in your voice,

The sweetness in your touch,

The warm expression of your eyes,

Makes my temperature rise,

I love you so much and will always do,

My love for you is infinite and true,

I love you!"
Short Love Poems,You stole my heart,"You stole my heart and now you stay there 

Oh your sweet gestures and that care 

Your love is sugary so are you 

Lucky to really have you through 

Baby I am in love with you 

You also have to believe it through 

Baby I so love you 

And will always do!"
Short Love Poems,You matter for us,"Everything you say makes so much of sense,

You make me a better person; baby my soul you help to cleanse. 

I love everything you say to me,

Because you matter so much, can't you see?"
Short Love Poems,The more I get the more,"The more I get to know you 

The more my heart yearns for you 

For your lovely touch 

For many ways and such 

For that shining smile 

You make my day a while 

For the lovely heart that beats 

Surely its only for you 

Baby I truly love you!"
Short Love Poems,Time for love,"It is a perfect time to fall in love, 

A perfect to stay in love, 

There is no time for love, 

Because love is timeless in life 

That is the love for you 

Because you are one in few 

I so love you!"
Short Love Poems,When love is pure you know,"When love is pure you know for sure 

You know that someone is there and pure 

With the feelings that are in the heart 

Its there right from the start 

The way I feel for you 

I don't feel it for anyone you know 

Maybe I am in loss of words 

Or I don't really show 

But deep down I love you very much!"
Short Love Poems,Some things in life,"Some things effect your heart for sure 

Some things change your love and more 

But you have been there for me 

Its only you that I wish to see 

For your love has given me a super power 

There is no one except you or other 

Your love gave me a meaning so new 

Its your love which I want and through!"
Short Love Poems,It Feels So Lovely To Be In Love,"It feels so lovely to be in love,

You my darling are no less than a blessing from above. 

You lighten up, not just my day, but my whole life,

You give me strength when I feel weak with your beautiful smile."
Short Love Poems,I may not express it to you,"I many not express it each day 

I may not tell you in person 

You are the reason why I smile 

You keep me happy all the while 

You are the reason why I am me 

It is everywhere the things to see 

Just like a fish in the water 

Just like the bird in the sky 

You make me feel so good 

You make me feel that high 

I want to stay in your love forever
 
I want to be yours forever..I love you!"
Short Love Poems,True love makes you feel,"True love makes you feel so good 

True love makes you feel so special 

Like the way you did my dear,

You bought in my life reasons to cheer

Love the way you look at me 

Love the way you make me feel 

If I have another life and world 

I would take you with me 

Can't live without your love 

Can't really live without you 

Baby I am in love with you 

A love as pure as you...baby I love you!"
Friendship,Count On Your Friend,"Filling your life with joy, beauty and peace,

Like a garden full of luscious and bountiful trees.

Your best friend reaches out to you,

Whenever you need something old or new.

His soothing look or touch conveys a hundred words,

And when you are down, it fills you up like the gracious fluttering of a million birds."
Friendship,Each day looks so bright,"Each day looks bright with the company of a good friend 

Each day looks new to me 

There are many things which make this bond special 

Yes many things to thee 

If you have one true friend in your life 

Your life will truly be a bliss

Nothing less that a ecstasy 

A true friend remains with time

Glad to call you mine!"
